HITId;HITTypeId;Title;Description;Keywords;Reward;CreationTime;MaxAssignments;RequesterAnnotation;AssignmentDurationInSeconds;AutoApprovalDelayInSeconds;Expiration;NumberOfSimilarHITs;LifetimeInSeconds;AssignmentId;WorkerId;AssignmentStatus;AcceptTime;SubmitTime;AutoApprovalTime;ApprovalTime;RejectionTime;RequesterFeedback;WorkTimeInSeconds;LifetimeApprovalRate;Last30DaysApprovalRate;Last7DaysApprovalRate;Answer.surveycode;Approve;Reject
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3V0Z7YWSI04Q5OXADZLVRGQ7KZLV2F;A26RO8GGTQAXGG;Submitted;Thu May 31 09:43:25 PDT 2018;Thu May 31 09:50:41 PDT 2018;Sun Jun 03 09:50:41 PDT 2018;;;;436;0% (0/0);0% (0/0);0% (0/0);984934960;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3WJEQKOXAA6ZOFCGJ0ULQA2P7J51A2;A2BRZKFG6WAVER;Submitted;Thu May 31 09:37:27 PDT 2018;Thu May 31 09:44:51 PDT 2018;Sun Jun 03 09:44:51 PDT 2018;;;;444;0% (0/0);0% (0/0);0% (0/0);278742037;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3TMFV4NEPAIE6SZ4JQZSN9MOD8E8W4;A1MEEY4M9GP8BX;Submitted;Thu May 31 09:43:25 PDT 2018;Thu May 31 09:50:52 PDT 2018;Sun Jun 03 09:50:52 PDT 2018;;;;447;0% (0/0);0% (0/0);0% (0/0);940518487;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3PXX5PX6LZ201DU8LXNAWMFYTVXBAW;A1NYI79LUIBOTP;Submitted;Thu May 31 09:40:45 PDT 2018;Thu May 31 09:48:13 PDT 2018;Sun Jun 03 09:48:13 PDT 2018;;;;448;0% (0/0);0% (0/0);0% (0/0);35016304;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3QAPZX2QN6HACNWUA2X66N0HQ3702R;AD9O852KPYLHY;Submitted;Thu May 31 10:06:47 PDT 2018;Thu May 31 10:14:16 PDT 2018;Sun Jun 03 10:14:16 PDT 2018;;;;449;0% (0/0);0% (0/0);0% (0/0);690571870;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3EO896NRAYZBYSRTFPR8PFO3PPRTJK;A28S6TTII9JDNI;Submitted;Thu May 31 09:41:22 PDT 2018;Thu May 31 09:49:02 PDT 2018;Sun Jun 03 09:49:02 PDT 2018;;;;460;0% (0/0);0% (0/0);0% (0/0);610296294;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3NJM2BJS4YAQYMSGOG12X1ABA2WPCW;A2YB18JHC2C7GF;Submitted;Thu May 31 09:38:57 PDT 2018;Thu May 31 09:46:39 PDT 2018;Sun Jun 03 09:46:39 PDT 2018;;;;462;0% (0/0);0% (0/0);0% (0/0);851819723;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3LS2AMNW5HUC7NQYEYPIS6U24C2QOM;A3RIFUEQ95MR16;Submitted;Thu May 31 09:41:13 PDT 2018;Thu May 31 09:48:59 PDT 2018;Sun Jun 03 09:48:59 PDT 2018;;;;466;0% (0/0);0% (0/0);0% (0/0);860252518;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3ZPPDN2SLX0K3XWN3IB01ZAZQA6E9Y;AGZDDOLRSI105;Submitted;Thu May 31 10:45:33 PDT 2018;Thu May 31 10:53:19 PDT 2018;Sun Jun 03 10:53:19 PDT 2018;;;;466;0% (0/0);0% (0/0);0% (0/0);198832374;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;30IQTZXKAMABD3ZRYRIZWDUD3CFX06;A3FY7A6Z3EVNRX;Submitted;Thu May 31 10:17:48 PDT 2018;Thu May 31 10:25:38 PDT 2018;Sun Jun 03 10:25:38 PDT 2018;;;;470;0% (0/0);0% (0/0);0% (0/0);619592367;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3AZHRG4CU6OZX5SDE2BBPX59WIZ30Z;A30MP4LXV4MIFD;Submitted;Thu May 31 11:12:52 PDT 2018;Thu May 31 11:20:42 PDT 2018;Sun Jun 03 11:20:42 PDT 2018;;;;470;0% (0/0);0% (0/0);0% (0/0);263463527;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;317HQ483I9WH84230BKW4F3BNSJNI4;A11G1TGXX3YS24;Submitted;Thu May 31 10:02:47 PDT 2018;Thu May 31 10:10:39 PDT 2018;Sun Jun 03 10:10:39 PDT 2018;;;;472;0% (0/0);0% (0/0);0% (0/0);69096955;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3GU1KF0O4K57OH0AAG57MH4TSHWPBP;A2E3TO92MCQ9XU;Submitted;Thu May 31 09:39:20 PDT 2018;Thu May 31 09:47:18 PDT 2018;Sun Jun 03 09:47:18 PDT 2018;;;;478;0% (0/0);0% (0/0);0% (0/0);295762231;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3U84XHCDIEHHHMH7IATM5101SPI4ZH;A6ZHOGZXNXH0H;Submitted;Thu May 31 11:50:42 PDT 2018;Thu May 31 11:58:42 PDT 2018;Sun Jun 03 11:58:42 PDT 2018;;;;480;0% (0/0);0% (0/0);0% (0/0);776785934;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3ZAZR5XV03MKCQUMBPZ4OZCPK13CZ4;A3LV60O7E3XAN4;Submitted;Thu May 31 09:36:35 PDT 2018;Thu May 31 09:44:37 PDT 2018;Sun Jun 03 09:44:37 PDT 2018;;;;482;0% (0/0);0% (0/0);0% (0/0);392487641;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3ZDAD0O1T3HCTCWIWT69GOWI0O1TX5;ARB80JPV0HQ5O;Submitted;Thu May 31 11:56:27 PDT 2018;Thu May 31 12:04:31 PDT 2018;Sun Jun 03 12:04:31 PDT 2018;;;;484;0% (0/0);0% (0/0);0% (0/0);967471134;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;39JEC7537W5336PCASA13TZTWQXCV4;A3U74S280Z4B0;Submitted;Thu May 31 09:36:33 PDT 2018;Thu May 31 09:44:39 PDT 2018;Sun Jun 03 09:44:39 PDT 2018;;;;486;0% (0/0);0% (0/0);0% (0/0);134489839;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3IQ1VMJRYVOHDKFBND9E5GK85XOA9J;A1QK90OHMNVT6N;Submitted;Thu May 31 14:15:10 PDT 2018;Thu May 31 14:23:19 PDT 2018;Sun Jun 03 14:23:19 PDT 2018;;;;489;0% (0/0);0% (0/0);0% (0/0);354029530;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3OS4RQUCRBJVX4BGWD92ANQPQBABF9;A1G3BVCKXMEUPU;Submitted;Thu May 31 10:11:11 PDT 2018;Thu May 31 10:19:23 PDT 2018;Sun Jun 03 10:19:23 PDT 2018;;;;492;0% (0/0);0% (0/0);0% (0/0);580633764;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;324G5B4FB5CHYOT0GEE12EHP1KN70A;A18WSAKX5YN2FB;Submitted;Thu May 31 11:31:20 PDT 2018;Thu May 31 11:39:32 PDT 2018;Sun Jun 03 11:39:32 PDT 2018;;;;492;0% (0/0);0% (0/0);0% (0/0);129965998;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3B2X28YI3YJZEBI5VK6YGHDCXDG6BC;A3MYOT7ZDON7HX;Submitted;Thu May 31 13:35:09 PDT 2018;Thu May 31 13:43:22 PDT 2018;Sun Jun 03 13:43:22 PDT 2018;;;;493;0% (0/0);0% (0/0);0% (0/0);51932991;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3OS4RQUCRBJVX4BGWD92ANQPQC3FB8;A1B14CS9DW7008;Submitted;Thu May 31 11:32:33 PDT 2018;Thu May 31 11:40:50 PDT 2018;Sun Jun 03 11:40:50 PDT 2018;;;;497;0% (0/0);0% (0/0);0% (0/0);312856483;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3E1QT0TDFRDW5XFZU9VDMIDGYYEI87;A1KFK92GEFQ9F5;Submitted;Thu May 31 12:12:52 PDT 2018;Thu May 31 12:21:09 PDT 2018;Sun Jun 03 12:21:09 PDT 2018;;;;497;0% (0/0);0% (0/0);0% (0/0);794416974;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3VD82FOHKSS8DMGF9GON815L0YWOCC;A2A35Y6TXQXF5N;Submitted;Thu May 31 11:52:48 PDT 2018;Thu May 31 12:01:07 PDT 2018;Sun Jun 03 12:01:07 PDT 2018;;;;499;0% (0/0);0% (0/0);0% (0/0);695009325;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3TVSS0C0E34X4CRSMOANE5IBRNUTWD;AH0OMQP35UPYL;Submitted;Thu May 31 14:16:08 PDT 2018;Thu May 31 14:24:28 PDT 2018;Sun Jun 03 14:24:28 PDT 2018;;;;500;0% (0/0);0% (0/0);0% (0/0);868595576;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;39PAAFCODO4KPNRNWE5RS3ZXKCWVT5;A1HIQZEC2ER7GS;Submitted;Thu May 31 09:36:21 PDT 2018;Thu May 31 09:44:44 PDT 2018;Sun Jun 03 09:44:44 PDT 2018;;;;503;0% (0/0);0% (0/0);0% (0/0);833570771;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;39KFRKBFIPZLGPHK586C5SX43LIOYM;A3HYLVFUDKJFKC;Submitted;Thu May 31 09:38:43 PDT 2018;Thu May 31 09:47:07 PDT 2018;Sun Jun 03 09:47:07 PDT 2018;;;;504;0% (0/0);0% (0/0);0% (0/0);863749658;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;33LKR6A5KGO43BBPP0L2LFSHV8PT1E;A3BHRFFG75X3GO;Submitted;Thu May 31 09:45:04 PDT 2018;Thu May 31 09:53:44 PDT 2018;Sun Jun 03 09:53:44 PDT 2018;;;;520;0% (0/0);0% (0/0);0% (0/0);777601774;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;33FOTY3KEOPNHU9E3EQCW5SD7MTC1I;A2O2O2X7PGR8XW;Submitted;Thu May 31 09:54:22 PDT 2018;Thu May 31 10:03:09 PDT 2018;Sun Jun 03 10:03:09 PDT 2018;;;;527;0% (0/0);0% (0/0);0% (0/0);859247917;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3UNH76FOCU9XGMW8SSRZDO8Z8L9YMN;A2DDXYTEVDV5F5;Submitted;Thu May 31 10:15:15 PDT 2018;Thu May 31 10:24:09 PDT 2018;Sun Jun 03 10:24:09 PDT 2018;;;;534;0% (0/0);0% (0/0);0% (0/0);712379535;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3VJ40NV2QKRPZ3IQV2JDXB5POK3OT2;A26X054UJOBN6K;Submitted;Thu May 31 13:03:47 PDT 2018;Thu May 31 13:12:51 PDT 2018;Sun Jun 03 13:12:51 PDT 2018;;;;544;0% (0/0);0% (0/0);0% (0/0);700622073;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3AAPLD8UCELF7MW3RPOND28OCXXHTD;A1DUH3RLI00YQM;Submitted;Thu May 31 10:31:01 PDT 2018;Thu May 31 10:40:12 PDT 2018;Sun Jun 03 10:40:12 PDT 2018;;;;551;0% (0/0);0% (0/0);0% (0/0);192589793;;
3Z8UJEJOC0HF6FJWNWP3TOAH5IM93X;33SOUKKDKY4SNZVYX0ME6EAUDMVX1G;A survey about your decisions made in 'games' and your preferences (+- 12 min).;The purpose of the study is to understand human decision-making in simple games. The study is conducted for a research graduation project at Tilburg University. The survey consists out of 6 games and basic questions about your preferences and demographics;games, preferences, tilburg university, survey, Jeroen van Buren;$0.60;Thu May 31 09:36:00 PDT 2018;182;BatchId:3252931;OriginalHitTemplateId:920937340;;"1800""";259200;Thu Jun 07 09:36:00 PDT 2018;3A9AA95ATYQ5Z1J196EUJV41IM65P2;A3MOHY42B7HDWU;Submitted;Thu May 31 11:46:32 PDT 2018;Thu May 31 11:55:47 PDT 2018;Sun Jun 03 11:55:47 PDT 2018;;;;555;0% (0/0);0% (0/0);0% (0/0);314415636;;
